FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
NKF2, 11220287, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 11220287, 0, 0, 0, 0, 0, 0.01, 0, 0, 0, -0.4, 0
NKF4, 11220287, 0, 0, 0, 0, 0, 6.620016E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 11220287, 0, 0, 0, 0, 1.16, 0.13, 0, 0, 0.5, 0.001179979, 0.02374609, 0.07432353
NKQ1, 11220287, 0.5635685, 0.001198608, -0.00781838, -0.8260316
NKF6, 11220287, -0.39, -1.16, 248.79, -0.001847687, 0.01788695, -0.3940135, 0.2765032, 0, 0, -1.56229, -0.03, 0.05, -0.05, 0
NKF7, 11220287, -20, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 11220287, 0, 0, 0, 0, 0, -0.35, 0, 0, 0, -0.32, 0
NKF9, 11220287, 0, 0, 0.02, 0, 0, 0.0001790674, 0, 0, 0, 19, 165, 0, 0
NKQ2, 11220287, 0.5647497, -0.01461925, 0.001603925, -0.8251312
NK11, 11220287, 1.58, -1.63, 246.47, 0.004123928, 0.002213077, -0.2124575, 0.1508124, 0, 0, -1.341185, 0, 0, -0.02, 0
NK12, 11220287, -3, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 11220287, 0, 0, 0, 0, 0, -0.17, 0, 0, 0, -0.54, 0
NK14, 11220287, 0, 0, 0.01, 0, 0, 1.480352E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 11220287, 0.5481555, -0.008545564, -0.01477912, -0.8362023
AHR2, 11220789, 1.5, -0.21, 248.81, 1.06, 53.0134787, 20.9298582, 0.5650622, 0.005845051, -0.01189471, -0.8249419
POS, 11220811, 53.0134787, 20.9298582, 1.06, 1.069457, 1.112195
RCIN, 11220994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 11221022, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 11221037, 0.01723579, 0.01789977, 0.02799579, 0, 0, 0
CTRL, 11221053, 0, 0, 0, 0, 0
HELI, 11221076, 0, 0, 0, 0
GPS, 11245899, 3, 393052400, 2113, 15, 0.84, 53.013478, 20.9298583, 122.76, 0.09, 0, 0.145, 0, 1
GPA, 11245899, 1.15, 2.29, 3.52, 0.42, 0, 1, 11218, 200
IMU, 11257833, 0.0002864423, -0.0009991422, 0.0006881582, -0.05736863, -0.1433989, -9.665266, 0, 0, 36.88039, 1, 1, 8001, 4000
IMU2, 11257833, -0.001175781, 0.0008680833, 0.0001124304, -0.1786678, 0.1364497, -10.25193, 0, 0, 0, 1, 1, 738, 906
IMU3, 11257833, 0.0005111467, -0.0008317012, -0.0007805757, -0.3107566, -0.1451983, -9.889214, 0, 0, 34.70198, 1, 1, 7806, 3903
IMU, 11297612, 0.0003721535, -0.0003538292, 0.0002990619, -0.05987218, -0.1367097, -9.649937, 0, 0, 36.8835, 1, 1, 8001, 4000
IMU2, 11297612, 0.003928537, 0.004954828, -0.002401511, -0.198055, 0.1519982, -9.98514, 0, 0, 0, 1, 1, 738, 906
IMU3, 11297612, 0.0006270552, -0.0001874265, -0.000573608, -0.3003353, -0.1689269, -9.881237, 0, 0, 34.70377, 1, 1, 7806, 3903
BAT, 11316602, 0.5679932, 0.5691085, 0.7686035, 1.212751, 0.0006859134, 0, 0.001451104
POWR, 11316620, 4.78081, 0.026, 4, 2
MAG, 11316741, 47, 150, 484, -472, 276, -249, 0, 0, 0, 1, 11316720
MAG2, 11316741, -439, 259, 705, -669, 175, 332, 0, 0, 0, 1, 11316727
MAG3, 11316741, -139, 276, 543, 177, 539, 377, 0, 0, 0, 1, 11316735
BARO, 11316849, 1.103141, 100276.7, 33.79, 0.222966, 11316, 0, 32.95569, 1
BAR2, 11316849, 0.2610485, 100418.2, 33.34, 0.222966, 11316, 0, 32.95569, 1
CTUN, 11317047, 0, 0, 0, 0.5, 0, 1.113046, 1.1, NaN, 0, -114.7799, 0, 3, 80
ATT, 11321968, 0, 1.52, 0, -0.27, 248.62, 248.62, 0, 0
RATE, 11321983, -6.841996, -0.01458677, -0.01024072, 1.234387, 0.06484488, 0.001793673, -0.01616492, 0.0001363086, -7.711209E-05, 0, 2.601051, 0
NKF1, 11322178, 1.52, -0.27, 248.61, -0.0006891344, -0.008663429, -0.0376646, 0.005181598, 0, 0, -1.11311, 0.01, -0.01, -0.01, 0
NKF2, 11322178, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 11322178, 0, 0, 0, 0, 0, 0.03, 0, 0, 0, 0.11, 0
NKF4, 11322178, 0, 0, 0, 0, 0, 6.587601E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 11322178, 0, 0, 0, 0, 1.17, 0.13, 0, 0, 0.5, 0.001030051, 0.02114896, 0.06871919
NKQ1, 11322178, 0.5636624, 0.001191502, -0.007776687, -0.8259678
NKF6, 11322178, -0.38, -1.17, 248.8, -0.003807608, 0.0163912, -0.3715726, 0.2827792, 0, 0, -1.535286, -0.03, 0.05, -0.04, 0
NKF7, 11322178, -21, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 11322178, 0, 0, 0, 0, 0, -0.31, 0, 0, 0, 0.17, 0
NKF9, 11322178, 0, 0, 0.01, 0, 0, 0.0001666514, 0, 0, 0, 19, 165, 0, 0
NKQ2, 11322178, 0.5648794, -0.01469463, 0.001509055, -0.8250413
NK11, 11322178, 1.58, -1.63, 246.49, 0.003868517, 0.002111221, -0.2003437, 0.1575144, 0, 0, -1.326286, 0, 0, -0.03, 0
NK12, 11322178, -4, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 11322178, 0, 0, 0, 0, 0, -0.14, 0, 0, 0, 0.16, 0
NK14, 11322178, 0, 0, 0, 0, 0, 1.638499E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 11322178, 0.5482461, -0.008571865, -0.0148086, -0.8361421
AHR2, 11322784, 1.5, -0.22, 248.77, 1.1, 53.013478, 20.9298583, 0.5647644, 0.005832438, -0.01195905, -0.8251449
POS, 11322806, 53.013478, 20.9298583, 1.1, 1.103141, 1.11311
RCIN, 11322826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 11322840, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 11322855, 0.01654644, 0.01933473, 0.02979691, 0, 0, 0
CTRL, 11322870, 0, 0, 0, 0, 0
HELI, 11323034, 0, 0, 0, 0
IMU, 11339551, -0.0001470619, 0.0004061803, -0.0007308718, -0.05621918, -0.1410698, -9.65504, 0, 0, 36.88726, 1, 1, 8001, 4000
IMU2, 11339551, -0.002683514, -0.002149154, -0.0004844656, -0.2654983, 0.1326108, -10.08663, 0, 0, 0, 1, 1, 738, 906
IMU3, 11339551, 0.001508983, 0.0006613259, -1.822198E-05, -0.296651, -0.1455769, -9.898582, 0, 0, 34.70555, 1, 1, 7806, 3903
HEAT, 11378133, 36.88656, 45, 1622.688, 27.21277, 100
IMU, 11379606, 0.0002962502, -0.0007018163, -0.0006052832, -0.06836224, -0.1434007, -9.670219, 0, 0, 36.89096, 1, 1, 8001, 4000
IMU2, 11379606, -0.002155944, -0.000353132, -0.001913014, -0.2730785, 0.175068, -10.06313, 0, 0, 0, 1, 1, 738, 906
IMU3, 11379606, -0.001235228, -0.0001296937, 0.0009112649, -0.3093451, -0.1433887, -9.896111, 0, 0, 34.7074, 1, 1, 7806, 3903
DSF, 11402879, 9, 419, 16726, 11006, 16335, 13660
BAT, 11418469, 0.5684407, 0.5695631, 0.7734375, 1.23464, 0.0006983555, 0, 0.001451104
POWR, 11418488, 4.771142, 0.026, 4, 2
MAG, 11418526, 43, 150, 485, -472, 276, -249, 0, 0, 0, 1, 11418505
MAG2, 11418526, -439, 258, 704, -669, 175, 332, 0, 0, 0, 1, 11418512
MAG3, 11418526, -140, 279, 542, 177, 539, 377, 0, 0, 0, 1, 11418520
BARO, 11418846, 0.948757, 100278.4, 33.8, 0.1970412, 11418, 0, 32.95569, 1
BAR2, 11418846, 0.3480647, 100417.3, 33.35, 0.1970412, 11418, 0, 32.95569, 1
CTUN, 11418900, 0, 0, 0, 0.5, 0, 1.114844, 0.94, NaN, 0, -114.9343, 0, 3, 80
IMU, 11420632, 0.002280446, -0.0004563997, -0.0003083918, -0.06278082, -0.141008, -9.647355, 0, 0, 36.89482, 1, 1, 8001, 4000
IMU2, 11420632, -0.002513073, -0.002836742, 0.0008444954, -0.20591, 0.1131425, -10.06935, 0, 0, 0, 1, 1, 738, 906
IMU3, 11420632, 0.0005078075, 0.001341807, -0.000544481, -0.294329, -0.1529282, -9.88005, 0, 0, 34.70971, 1, 1, 7806, 3903
ATT, 11423931, 0, 1.52, 0, -0.27, 248.62, 248.63, 0, 0
RATE, 11423946, -6.849288, 0.1295227, -0.01037471, 1.225992, -0.001433773, 0.001795372, -0.01611677, -0.004761822, -3.032711E-05, 0, 0.9032249, 0
NKF1, 11423977, 1.52, -0.27, 248.62, -0.0007481052, -0.007616734, -0.03955969, -0.00704495, 0, 0, -1.114918, 0.01, -0.01, 0, 0
NKF2, 11423977, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 11423977, 0, 0, 0, 0, 0, 0.03, 0, 0, 0, 0.47, 0
NKF4, 11423977, 0, 0, 0, 0, 0, 6.472434E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 11423977, 0, 0, 0, 0, 1.17, 0.13, 0, 0, 0.5, 0.0005844564, 0.01944999, 0.06483413
NKQ1, 11423977, 0.5637191, 0.001212954, -0.007778621, -0.8259292
NKF6, 11423977, -0.39, -1.19, 248.81, -0.006696757, 0.01692476, -0.349144, 0.2475632, 0, 0, -1.510382, -0.03, 0.05, -0.04, 0
NKF7, 11423977, -21, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 11423977, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0.52, 0
NKF9, 11423977, 0, 0, 0.01, 0, 0, 0.0001555793, 0, 0, 0, 19, 165, 0, 0
NKQ2, 11423977, 0.5648901, -0.01488617, 0.001446701, -0.8250307
NK11, 11423977, 1.58, -1.63, 246.5, 0.003757486, 0.001980199, -0.1891205, 0.1402576, 0, 0, -1.312428, 0, 0, -0.02, 0
NK12, 11423977, -4, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 11423977, 0, 0, 0, 0, 0, -0.13, 0, 0, 0, 0.54, 0
NK14, 11423977, 0, 0, 0, 0, 0, 1.757421E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 11423977, 0.5483359, -0.008574231, -0.01479435, -0.8360834
AHR2, 11424416, 1.51, -0.23, 248.73, 0.94, 53.013478, 20.9298583, 0.5644898, 0.005770686, -0.01203837, -0.8253321
POS, 11424438, 53.013478, 20.9298583, 0.94, 0.948757, 1.114918
RCIN, 11424625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 11424639, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 11424736, 0.01888617, 0.01718143, 0.02839728, 0, 0, 0
CTRL, 11424751, 0, 0, 0, 0, 0
HELI, 11424774, 0, 0, 0, 0
GPS, 11449344, 3, 393052600, 2113, 15, 0.84, 53.0134775, 20.9298585, 122.69, 0.098, 0, 0.209, 0, 1
GPA, 11449344, 1.15, 2.27, 3.48, 0.47, 0, 1, 11418, 200
IOMC, 11450721, 512, 16348, 3162, 0, 0, 0
IMU, 11461108, 0.002046421, 0.00191012, -0.0004166845, -0.06466775, -0.1478749, -9.657599, 0, 0, 36.89763, 1, 1, 8001, 4000
IMU2, 11461108, -0.001426257, 0.003847589, -0.0008035959, -0.1677126, 0.2064808, -10.13033, 0, 0, 0, 1, 1, 738, 906
IMU3, 11461108, -0.0002091497, 0.002171358, -0.0007763494, -0.3130259, -0.1459514, -9.891862, 0, 0, 34.71226, 1, 1, 7806, 3903
IMU, 11501257, 0.0005478529, 0.0005495023, -0.0003352258, -0.04597887, -0.1427344, -9.672638, 0, 0, 36.90011, 1, 1, 8001, 4000
IMU2, 11501257, 7.343457E-06, 0.000709798, 0.001918127, -0.1781217, 0.07942867, -10.11079, 0, 0, 0, 1, 1, 738, 906
IMU3, 11501257, 6.155167E-06, 0.001448586, -0.0002956369, -0.2936147, -0.1380673, -9.90988, 0, 0, 34.71417, 1, 1, 7806, 3903
BAT, 11520400, 0.5647705, 0.5658752, 0.7613525, 1.256198, 0.0007105313, 0, 0.001451104
POWR, 11520537, 4.769531, 0.021, 4, 2
MAG, 11520575, 50, 150, 486, -472, 276, -249, 0, 0, 0, 1, 11520554
MAG2, 11520575, -440, 259, 707, -669, 175, 332, 0, 0, 0, 1, 11520562
MAG3, 11520575, -142, 278, 544, 177, 539, 377, 0, 0, 0, 1, 11520569
BARO, 11520765, 1.058229, 100277.2, 33.81, -0.03436282, 11520, 0, 32.95569, 1
BAR2, 11520765, 0.106665, 100420, 33.35, -0.03436282, 11520, 0, 32.95569, 1
CTUN, 11520819, 0, 0, 0, 0.5, 0, 1.117557, 1.05, NaN, 0, -114.8257, 0, 4, 80
ATT, 11525396, 0, 1.52, 0, -0.26, 248.63, 248.63, 0, 0
RATE, 11525411, -6.858255, 0.009102822, -0.01023145, 1.191471, -0.09671969, 0.00188305, -0.01581728, -0.07188058, 0.0003005188, 0, 3.969574, 0
NKF1, 11525427, 1.52, -0.26, 248.62, -0.001439121, -0.006778091, -0.04346875, -0.02271562, 0, 0, -1.117781, 0.01, -0.01, 0, 0
NKF2, 11525427, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 11525427, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0.33, 0
NKF4, 11525427, 0, 0, 0, 0, 0, 6.302637E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 11525427, 0, 0, 0, 0, 1.18, 0.13, 0, 0, 0.5, 0.0003349103, 0.01607807, 0.05795521
NKQ1, 11525427, 0.5637321, 0.001274978, -0.007756696, -0.8259202
NKF6, 11525427, -0.39, -1.2, 248.81, -0.008971323, 0.011425, -0.3303228, 0.2228496, 0, 0, -1.487947, -0.04, 0.05, -0.03, 0
NKF7, 11525427, -22, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 11525427, 0, 0, 0, 0, 0, -0.26, 0, 0, 0, 0.41, 0
NKF9, 11525427, 0, 0, 0.01, 0, 0, 0.0001458587, 0, 0, 0, 19, 165, 0, 0
NKQ2, 11525427, 0.5649145, -0.01493266, 0.001393736, -0.8250132
NK11, 11525427, 1.58, -1.63, 246.5, 0.004072897, 0.001634166, -0.1804611, 0.1198346, 0, 0, -1.30065, 0, 0, -0.02, 0
NK12, 11525427, -4, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 11525427, 0, 0, 0, 0, 0, -0.1, 0, 0, 0, 0.39, 0
NK14, 11525427, 0, 0, 0, 0, 0, 1.823285E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 11525427, 0.5483595, -0.008537582, -0.0147683, -0.8360687
NKT1, 11525427, 479, 0.0025, 0.0025, 0.009892522, 0.01407187, 0.003000692, 0.02800646, 0.003000689, 0.02800643
NKT2, 11525427, 478, 0.0025, 0.0025, 0.009962854, 0.01408292, 0.003015, 0.029286, 0.001531, 0.027429
NKT3, 11525427, 475, 0.0025, 0.0025, 0.009995483, 0.01393926, 0.002022566, 0.02528208, 0.002022573, 0.02528217
AHR2, 11526137, 1.51, -0.23, 248.7, 1.05, 53.0134775, 20.9298585, 0.5642523, 0.005786728, -0.01210244, -0.8254935
POS, 11526159, 53.0134775, 20.9298585, 1.05, 1.058229, 1.117781
RCIN, 11526215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 11526228, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 11526244, 0.01891023, 0.01778944, 0.02745435, 0, 0, 0
CTRL, 11526259, 0, 0, 0, 0, 0
HELI, 11526282, 0, 0, 0, 0
IMU, 11542997, 0.0003151324, -0.00225283, -0.001436518, -0.061902, -0.1341519, -9.65439, 0, 0, 36.9033, 1, 1, 8001, 4000
IMU2, 11542997, -0.002081871, -0.004039929, -4.095897E-05, -0.3128959, 0.1213957, -10.03043, 0, 0, 0, 1, 1, 738, 906
IMU3, 11542997, -0.0009246316, -0.002089853, 0.0001666013, -0.3085884, -0.1575126, -9.89474, 0, 0, 34.71582, 1, 1, 7806, 3903
IMU, 11582618, 1.389393E-05, -0.0007391623, -0.0006290654, -0.07331423, -0.1396424, -9.628464, 0, 0, 36.90619, 1, 1, 8001, 4000
IMU2, 11582618, -0.0008290319, -0.00280502, 0.001202354, -0.2766614, 0.1700806, -10.04732, 0, 0, 0, 1, 1, 738, 906
IMU3, 11582618, 5.500164E-05, -0.0001546556, -0.0003585862, -0.3105875, -0.1465247, -9.880913, 0, 0, 34.71664, 1, 1, 7806, 3903
BAT, 11621729, 0.5639648, 0.5652575, 0.770752, 1.277877, 0.0007227571, 0, 0.001677171
POWR, 11621747, 4.75664, 0.036, 4, 2
MAG, 11621785, 46, 150, 490, -472, 276, -249, 0, 0, 0, 1, 11621764
MAG2, 11621785, -440, 259, 707, -669, 175, 332, 0, 0, 0, 1, 11621772
MAG3, 11621785, -141, 278, 544, 177, 539, 377, 0, 0, 0, 1, 11621779
BARO, 11622078, 0.9824407, 100278, 33.82, -0.2186153, 11622, 0, 32.95569, 1
BAR2, 11622078, 0.2049091, 100418.9, 33.35, -0.2186153, 11622, 0, 32.95569, 1
CTUN, 11622152, 0, 0, 0, 0.5, 0, 1.121314, 0.98, NaN, 0, -114.9015, 0, 4, 80
DU32, 11622178, 7, 4513992
TERR, 11623538, 2, 53.0134775, 20.9298585, 100, 115.8839, -114.9015, 0, 56
IMU, 11626055, -0.0006310935, 0.0006446729, -0.001292969, -0.05369624, -0.1454492, -9.658895, 0, 0, 36.91021, 1, 1, 8001, 4000
IMU2, 11626055, -0.003617936, 0.000804647, -0.001491686, -0.2229664, 0.1260734, -10.03399, 0, 0, 0, 1, 1, 738, 906
IMU3, 11626055, -0.0004829749, 0.0005290678, -0.0001388928, -0.2969645, -0.1492395, -9.922195, 0, 0, 34.71633, 1, 1, 7806, 3903
ATT, 11628278, 0, 1.52, 0, -0.26, 248.62, 248.63, 0, 0
RATE, 11628293, -6.842207, -0.05761302, -0.01015472, 1.187269, 0.04916262, 0.00174411, -0.01554608, -0.06835617, 0.0002661148, 0, 1.388454, 0
NKF1, 11628330, 1.52, -0.26, 248.62, -0.00176952, -0.005692041, -0.04499628, -0.04010688, 0, 0, -1.121067, 0.01, -0.01, 0, 0
NKF2, 11628330, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 11628330, 0, 0, 0, 0, 0, -0.1, 0, 0, 0, 0.3, 0
NKF4, 11628330, 0, 0, 0, 0, 0, 6.04498E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 11628330, 0, 0, 0, 0, 1.17, 0.13, 0, 0, 0.5, 0.0005517097, 0.02465578, 0.0710928
NKQ1, 11628330, 0.5637053, 0.001264381, -0.007727019, -0.8259389
NKF6, 11628330, -0.4, -1.22, 248.81, -0.01295065, 0.01182577, -0.3075833, 0.1996742, 0, 0, -1.466844, -0.04, 0.06, -0.03, 0
NKF7, 11628330, -22, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 11628330, 0, 0, 0, 0, 0, -0.41, 0, 0, 0, 0.39, 0
NKF9, 11628330, 0, 0, 0.02, 0, 0, 0.0001359585, 0, 0, 0, 19, 165, 0, 0
NKQ2, 11628330, 0.5649378, -0.01511927, 0.001404031, -0.8249938
NK11, 11628330, 1.58, -1.63, 246.5, 0.004058629, 0.001740743, -0.1720656, 0.08081805, 0, 0, -1.290468, 0, 0, -0.01, 0
NK12, 11628330, -4, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 11628330, 0, 0, 0, 0, 0, -0.26, 0, 0, 0, 0.35, 0
NK14, 11628330, 0, 0, 0.01, 0, 0, 1.905625E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 11628330, 0.5483446, -0.008581509, -0.0147564, -0.8360782
AHR2, 11628833, 1.51, -0.24, 248.64, 0.98, 53.0134775, 20.9298585, 0.5638118, 0.005690323, -0.01213353, -0.8257945
POS, 11628855, 53.0134775, 20.9298585, 0.98, 0.9824407, 1.121067
RCIN, 11629014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 11629028, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 11629043, 0.01821654, 0.01887681, 0.02898737, 0, 0, 0
CTRL, 11629058, 0, 0, 0, 0, 0
HELI, 11629081, 0, 0, 0, 0
GPS, 11653818, 3, 393052800, 2113, 15, 0.84, 53.0134771, 20.9298588, 122.64, 0.024, 0, 0.062, 0, 1
GPA, 11653818, 1.15, 2.24, 3.45, 0.44, 0, 1, 11618, 200
IMU, 11666118, 0.001099463, 3.728033E-06, 0.0003302561, -0.04929528, -0.1321038, -9.652431, 0, 0, 36.91394, 1, 1, 8001, 4000
IMU2, 11666118, -0.00318441, 0.0008455886, -0.002314963, -0.2317353, 0.2700438, -10.2505, 0, 0, 0, 1, 1, 738, 906
IMU3, 11666118, -0.0004656318, -0.0004171891, 0.0004663037, -0.2941197, -0.1489247, -9.88739, 0, 0, 34.71561, 1, 1, 7806, 3903
IMU, 11706205, -0.0007787941, -0.001650397, -0.0008402536, -0.0553074, -0.1345797, -9.643864, 0, 0, 36.91742, 1, 1, 8001, 4000
IMU2, 11706205, -0.0009411225, 0.003350632, -0.0004385543, -0.2151484, 0.1870637, -10.14542, 0, 0, 0, 1, 1, 738, 906
IMU3, 11706205, -0.0008348793, -0.0009412101, -0.0007256047, -0.3136704, -0.147916, -9.903271, 0, 0, 34.71483, 1, 1, 7806, 3903
BAT, 11724391, 0.5647705, 0.5661267, 0.7686035, 1.299814, 0.0007351469, 0, 0.001764562
POWR, 11724410, 4.782422, 0.026, 4, 2
MAG, 11724448, 44, 151, 483, -472, 276, -249, 0, 0, 0, 1, 11724427
MAG2, 11724448, -439, 258, 704, -669, 175, 332, 0, 0, 0, 1, 11724434
MAG3, 11724448, -135, 277, 546, 177, 539, 377, 0, 0, 0, 1, 11724442
BARO, 11724633, 1.024545, 100277.5, 33.83, -0.1895026, 11724, 0, 32.95569, 1
BAR2, 11724633, 0.3284159, 100417.5, 33.36, -0.1895026, 11724, 0, 32.95569, 1
CTUN, 11724813, 0, 0, 0, 0.5, 0, 1.120464, 1.02, NaN, 0, -114.8601, 0, 4, 80
ATT, 11729596, 0, 1.52, 0, -0.26, 248.61, 248.62, 0, 0
RATE, 11729614, -6.846606, 0.06104042, -0.01028267, 1.18861, -0.08864139, 0.00184104, -0.0156792, -0.0665812, 0.0001985041, 0, -1.586342, 0
NKF1, 11729630, 1.52, -0.26, 248.61, -0.001564025, -0.005476555, -0.04464653, 0.0008501381, 0, 0, -1.120223, 0.01, -0.01, 0, 0
NKF2, 11729630, 16, 0, 0, 0, 0, 0, 303, 33, 543, 0, 0, 0, 2
NKF3, 11729630, 0, 0, 0, 0, 0, 0.01, 0, 0, 0, 0.7, 0
NKF4, 11729630, 0, 0, 0, 0, 0, 5.725137E-05, 0, 0, 0, 19, 165, 0, 0
NKF5, 11729630, 0, 0, 0, 0, 1.18, 0.13, 0, 0, 0.5, 0.001188672, 0.02223032, 0.06586249
NKQ1, 11729630, 0.5636393, 0.001266468, -0.007735511, -0.8259839
NKF6, 11729630, -0.41, -1.22, 248.8, -0.01501395, 0.009370554, -0.2939779, 0.2217333, 0, 0, -1.442357, -0.04, 0.06, -0.02, 0
NKF7, 11729630, -23, 0, 0, 0, 0, 0, 323, 35, 532, 0, 0, 0, 2
NKF8, 11729630, 0, 0, 0, 0, 0, -0.28, 0, 0, 0, 0.78, 0
NKF9, 11729630, 0, 0, 0.01, 0, 0, 0.0001264633, 0, 0, 0, 19, 165, 0, 0
NKQ2, 11729630, 0.5648443, -0.01514102, 0.001462956, -0.8250573
NK11, 11729630, 1.58, -1.63, 246.49, 0.004020682, 0.001595955, -0.1621275, 0.1144619, 0, 0, -1.276593, 0, 0, 0, 0
NK12, 11729630, -5, 0, 0, 0, 0, 0, 309, 34, 540, 0, 0, 0, 2
NK13, 11729630, 0, 0, 0, 0, 0, -0.13, 0, 0, 0, 0.74, 0
NK14, 11729630, 0, 0, 0, 0, 0, 1.972248E-05, 0, 0, 0, 19, 165, 0, 0
NKQ3, 11729630, 0.5483001, -0.008610914, -0.01475312, -0.8361071
AHR2, 11730107, 1.51, -0.24, 248.6, 1.02, 53.0134771, 20.9298588, 0.5635496, 0.005713923, -0.01212094, -0.8259736
POS, 11730129, 53.0134771, 20.9298588, 1.02, 1.024545, 1.120223
RCIN, 11730149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
RCOU, 11730163, 1514, 1376, 1546, 1512, 0, 0, 1100, 1000, 0, 0, 0, 0, 0, 0
VIBE, 11730257, 0.01626404, 0.01810428, 0.03225553, 0, 0, 0
CTRL, 11730272, 0, 0, 0, 0, 0
HELI, 11730340, 0, 0, 0, 0
IMU, 11747575, 0.001288436, -3.603684E-05, -0.0005375688, -0.07220574, -0.1454637, -9.635052, 0, 0, 36.92156, 1, 1, 8001, 4000
IMU2, 11747575, -0.0007767574, 0.004110046, -0.001646602, -0.2164654, 0.09726314, -10.08421, 0, 0, 0, 1, 1, 738, 906
IMU3, 11747575, -0.0008496564, -0.0005541057, 0.0002438704, -0.3108674, -0.1536348, -9.90759, 0, 0, 34.71498, 1, 1, 7806, 3903
IMU, 11787436, 0.0003040558, 0.001094431, -0.0002687522, -0.05032349, -0.1259308, -9.662633, 0, 0, 36.92505, 1, 1, 8001, 4000
IMU2, 11787436, -0.00862601, -0.002090386, 0.004548903, -0.2659087, 0.08396674, -10.11427, 0, 0, 0, 1, 1, 738, 906
IMU3, 11787436, -5.831981E-05, 0.0007227546, -0.000492107, -0.2892037, -0.143158, -9.891326, 0, 0, 34.71496, 1, 1, 7806, 3903
BAT, 11826256, 0.5639648, 0.5654587, 0.7710205, 1.321633, 0.0007474517, 0, 0.001937559
POWR, 11826274, 4.779199, 0.026, 4, 2
MAG, 11826357, 44, 155, 485, -472, 276, -249, 0, 0, 0, 1, 11826297
MAG2, 11826357, -439, 258, 704, -669, 175, 332, 0, 0, 0, 1, 11826304
MAG3, 11826357, -134, 277, 545, 177, 539, 377, 0, 0, 0, 1, 11826351
BARO, 11826627, 0.9403361, 100278.5, 33.84, -0.0843427, 11826, 0, 32.95569, 1
BAR2, 11826627, 0.1178929, 100419.8, 33.36, -0.0843427, 11826, 0, 32.95569, 1
CTUN, 11826763, 0, 0, 0, 0.5, 0, 1.119995, 0.94, NaN, 0, -114.9443, 0, 4, 80
IMU, 11829513, 0.001113911, -0.001684953, -0.0001757191, -0.07164913, -0.1317378, -9.67556, 0, 0, 36.92856, 1, 1, 8001, 4000
IMU2, 11829513, -0.004411824, 0.002949875, -0.003077963, -0.2289179, 0.1746838, -10.06877, 0, 0, 0, 1, 1, 738, 906
